Rank,Company Name,Country,"Revenues
($millions)","Profits
($millions)","Assets
($millions)","Market Value 
As of 3/29/18 ($m)"
1587,Goodman Group,Australia,"$1,300.00",$586.00,"$10,100.00","$12,300.00"
1588,STRABAG,Austria,"$15,200.00",$315.00,"$13,600.00","$4,400.00"
1589,ICA Gruppen,Sweden,"$13,000.00",$443.00,"$9,500.00","$6,500.00"
1590,Hachijuni Bank,Japan,"$1,600.00",$233.00,"$87,500.00","$2,500.00"
1591,ENN Energy Holdings,China,"$7,200.00",$413.00,"$9,100.00","$10,400.00"
1592,Fresnillo,Mexico,"$2,100.00",$562.00,"$4,700.00","$13,000.00"
1593,Equifax,United States,"$3,400.00",$525.00,"$7,200.00","$13,800.00"
1594,Wendel,France,"$9,400.00",-$134.00,"$17,300.00","$7,000.00"
1595,Halyk Bank,Kazakhstan,"$2,400.00",$531.00,"$26,600.00","$3,600.00"
1596,Rite Aid,United States,"$26,200.00","-$1,200.00","$9,000.00","$1,700.00"
1597,Guangdong Investment,Hong Kong,"$1,600.00",$730.00,"$8,500.00","$10,500.00"
1598,Iliad,France,"$5,600.00",$449.00,"$10,100.00","$11,800.00"
1599,Old Republic International,United States,"$6,300.00",$451.00,"$19,000.00","$6,300.00"
1600,Noble Group,Hong Kong,"$25,900.00","-$4,900.00","$4,800.00",$77.00
1601,Hiroshima Bank,Japan,"$1,100.00",$252.00,"$82,600.00","$2,400.00"
1602,Inner Mongolia Yitai,China,"$5,500.00",$759.00,"$13,600.00","$4,300.00"
1603,Israel Discount Bank,Israel,"$2,800.00",$350.00,"$63,700.00","$3,300.00"
1604,Bank of Kyoto,Japan,$981.00,$200.00,"$81,700.00","$4,500.00"
1605,Adani Ports & Special Economic Zone,India,"$1,800.00",$561.00,"$7,300.00","$12,700.00"
1606,Piraeus Bank,Greece,"$3,300.00",-$226.00,"$81,000.00","$1,700.00"
1607,Tingyi Holding,China,"$8,700.00",$270.00,"$8,300.00","$11,200.00"
1608,EMS-Chemie Holding,Switzerland,"$2,200.00",$489.00,"$2,200.00","$14,700.00"
1609,Guoco Group,Hong Kong,"$3,900.00",$864.00,"$16,400.00","$4,400.00"
1610,Pearson,United Kingdom,"$5,800.00",$523.00,"$10,700.00","$9,700.00"
1611,VeriSign,United States,"$1,200.00",$475.00,"$2,900.00","$15,500.00"
1612,Chugoku Bank,Japan,"$1,100.00",$192.00,"$79,600.00","$2,300.00"
1613,Novozymes,Denmark,"$2,200.00",$495.00,"$3,100.00","$14,400.00"
1614,Jabil Circuit,United States,"$20,400.00",$122.00,"$11,500.00","$4,700.00"
1615,Metalurgica Gerdau,Brazil,"$12,100.00",-$102.00,"$15,400.00","$2,100.00"
1616,Companhia Brasileira de Distribuicao,Brazil,"$14,100.00",$234.00,"$13,700.00","$6,000.00"
1617,National Bank of Greece,Greece,"$2,400.00",-$226.00,"$77,800.00","$3,400.00"
1618,77 Bank,Japan,$898.00,$189.00,"$75,900.00","$1,800.00"
1619,IDBI Bank,India,"$4,800.00",-$748.00,"$55,800.00","$3,100.00"
1620,Gunma Bank,Japan,"$1,300.00",$256.00,"$75,300.00","$2,600.00"
1621,Taylor Wimpey,United Kingdom,"$5,100.00",$715.00,"$6,700.00","$8,700.00"
1622,Anta Sports Products,China,"$2,500.00",$458.00,"$2,900.00","$16,000.00"
1623,China Communications Services,China,"$14,000.00",$401.00,"$10,900.00","$4,500.00"
1624,General Insurance Corporation Of India,India,"$4,600.00",$468.00,"$17,200.00","$8,900.00"
1625,Sime Darby Plantation,Malaysia,"$3,400.00",$818.00,"$7,200.00","$9,400.00"
1626,Alpha Bank,Greece,"$3,500.00",$103.00,"$73,000.00","$4,100.00"
1627,Lanxess,Germany,"$11,500.00",$123.00,"$12,800.00","$7,500.00"
1628,Sanan Optoelectronics,China,"$1,200.00",$519.00,"$4,300.00","$13,300.00"
1629,Uniqa,Austria,"$5,900.00",$222.00,"$33,800.00","$3,700.00"
1630,Chimera Investment,United States,"$1,200.00",$601.00,"$21,300.00","$3,400.00"
1631,SEB SA,France,"$7,300.00",$423.00,"$8,000.00","$9,500.00"
1632,Eurobank Ergasias,Greece,"$2,200.00",$117.00,"$72,100.00","$2,600.00"
1633,First Quantum Minerals,Canada,"$4,000.00",-$155.00,"$22,100.00","$11,200.00"
1634,Keppel,Singapore,"$4,600.00",$217.00,"$21,100.00","$11,200.00"
1635,Unicaja Banco,Spain,"$1,500.00",$173.00,"$71,700.00","$3,100.00"
1636,Cullen/Frost Bankers,United States,"$1,300.00",$383.00,"$31,500.00","$7,600.00"
1637,Suruga Bank,Japan,"$1,400.00",$407.00,"$39,700.00","$3,100.00"
1638,Banco Davivienda,Colombia,"$3,600.00",$432.00,"$33,800.00","$5,200.00"
1639,Vistra Energy,United States,"$5,400.00",-$638.00,"$14,800.00","$12,000.00"
1640,ServiceNow,United States,"$2,100.00",-$98.00,"$3,700.00","$31,600.00"
1641,Deutsche Pfandbriefbank,Germany,"$2,000.00",$205.00,"$69,600.00","$2,200.00"
1642,News Corp,United States,"$8,400.00","-$1,600.00","$13,400.00","$8,800.00"
1643,Acciona,Spain,"$8,200.00",$248.00,"$20,600.00","$4,600.00"
1644,Bendigo & Adelaide Bank,Australia,"$2,300.00",$347.00,"$55,700.00","$3,900.00"
1645,Brambles,Australia,"$5,100.00",$469.00,"$8,300.00","$11,800.00"
1646,Spotify Technology,Luxembourg,"$4,600.00","-$1,400.00","$3,900.00","$27,000.00"
1647,Haseko,Japan,"$7,300.00",$652.00,"$6,500.00","$4,700.00"
1648,LEG Immobilien AG,Germany,$958.00,"$1,000.00","$12,400.00","$7,100.00"
1649,Bed Bath & Beyond,United States,"$12,300.00",$425.00,"$7,000.00","$2,400.00"
1650,IndusInd Bank,India,"$2,800.00",$428.00,-,"$16,900.00"
1651,Red Hat,United States,"$2,900.00",$259.00,"$5,500.00","$30,600.00"
1652,Dangote Cement,Nigeria,"$2,400.00",$572.00,"$4,800.00","$11,600.00"
1653,Gjensidige Forsikring,Norway,"$3,600.00",$486.00,"$19,500.00","$7,900.00"
1654,SDIC Essence,China,"$1,900.00",$381.00,"$25,900.00","$8,300.00"
1655,Bank Muscat,Oman,"$1,500.00",$463.00,"$29,400.00","$2,900.00"
1656,Iyo Bank,Japan,$999.00,$213.00,"$66,700.00","$2,500.00"
1657,NARI Technology Development,China,"$4,000.00",$501.00,"$6,900.00","$13,300.00"
1658,Suzuken,Japan,"$19,200.00",$170.00,"$11,100.00","$4,200.00"
1659,Longi Green Energy Technology,China,"$2,600.00",$554.00,"$5,500.00","$11,900.00"
1660,Autodesk,United States,"$2,000.00",-$567.00,"$4,100.00","$29,800.00"
1661,Invitation Homes,United States,"$1,000.00",-$140.00,"$18,700.00","$12,300.00"
1662,Maxim Integrated Products,United States,"$2,400.00",$437.00,"$4,600.00","$16,100.00"
1663,Shanghai Fosun Pharmaceutical,China,"$3,000.00",$466.00,"$10,100.00","$14,500.00"
1664,Workday,United States,"$2,100.00",-$321.00,"$4,900.00","$29,300.00"
1665,Dexus,Australia,$718.00,"$1,200.00","$10,800.00","$7,400.00"
1666,Garmin,Switzerland,"$3,200.00",$587.00,"$4,900.00","$11,200.00"
1667,Moscow Exchange,Russia,$675.00,$347.00,"$52,600.00","$4,500.00"
1668,Rexel,France,"$15,400.00",$121.00,"$12,200.00","$4,700.00"
1669,People's United Bank,United States,"$1,700.00",$374.00,"$44,100.00","$6,500.00"
1670,American Equity Investment,United States,"$2,300.00",$262.00,"$61,300.00","$2,600.00"
1671,Sany Heavy Industry,China,"$6,200.00",$430.00,"$10,100.00","$10,300.00"
1672,Luzhou Lao Jiao,China,"$1,500.00",$448.00,"$3,200.00","$15,000.00"
1673,Tractor Supply,United States,"$7,400.00",$434.00,"$3,200.00","$8,600.00"
1674,Grupo De Inversiones Suramericana,Colombia,"$4,000.00",$426.00,"$23,200.00","$7,800.00"
1675,Molina Healthcare,United States,"$19,600.00",-$482.00,"$9,100.00","$5,200.00"
1676,Aozora Bank,Japan,"$1,200.00",$373.00,"$43,600.00","$4,700.00"
1677,Cattolica Assicurazioni,Italy,"$5,900.00",$46.00,"$30,300.00","$1,700.00"
1678,Fluor,United States,"$19,500.00",$113.00,"$9,400.00","$6,500.00"
1679,Pinnacle West,United States,"$3,600.00",$468.00,"$17,100.00","$8,700.00"
1680,Vornado Realty,United States,"$2,200.00",$170.00,"$16,900.00","$13,300.00"
1681,CIT Group,United States,"$3,200.00",$279.00,"$51,500.00","$6,800.00"
1682,Crown Resorts,Australia,"$2,500.00","$1,300.00","$6,500.00","$7,000.00"
1683,Air Lease Corporation,United States,"$1,500.00",$782.00,"$15,900.00","$4,600.00"
1684,Tokyu Fudosan,Japan,"$7,800.00",$318.00,"$20,500.00","$4,800.00"
1685,Vipshop Holdings,China,"$10,800.00",$289.00,"$5,800.00","$8,700.00"
1686,Live Nation Entertainment,United States,"$10,400.00",-$102.00,"$9,100.00","$8,900.00"
1687,Catcher Technology,Taiwan,"$3,300.00",$781.00,"$7,400.00","$9,000.00"
1688,Eisai,Japan,"$5,100.00",$259.00,"$9,300.00","$19,500.00"
1689,American National Insurance,United States,"$3,400.00",$473.00,"$26,500.00","$3,200.00"
1690,Cybg,United Kingdom,"$1,600.00",$194.00,"$58,000.00","$3,800.00"
1691,Hubei Biocause Pharmaceutical,China,"$6,800.00",$235.00,"$23,700.00","$6,100.00"
1692,Empire,Canada,"$18,700.00",$91.00,"$7,000.00","$5,200.00"
1693,Toho Bank,Japan,$611.00,$66.00,"$56,700.00",$986.00
1694,Xinhu Zhongbao,China,"$2,600.00",$563.00,"$20,900.00","$6,000.00"
1695,Grupo Televisa,Mexico,"$5,100.00",$208.00,"$15,900.00","$11,400.00"
1696,Lundin Petroleum,Sweden,"$2,200.00",$594.00,"$6,000.00","$10,600.00"
1697,Nippon Steel Trading,Japan,"$18,600.00",$196.00,"$7,300.00","$1,900.00"
1698,Daishi Bank,Japan,$667.00,$124.00,"$56,000.00","$1,500.00"
1699,Diamondback Energy,United States,"$1,500.00",$509.00,"$8,200.00","$12,200.00"
1700,Motherson Sumi Systems,India,"$8,000.00",$239.00,"$5,400.00","$10,600.00"
1701,Avnet,United States,"$18,600.00",-$139.00,"$9,700.00","$4,800.00"
1702,Huaneng Lancang River Hydropower,China,"$1,900.00",$324.00,"$25,100.00","$9,500.00"
1703,Xinyu Iron & Steel,China,"$7,900.00",$560.00,"$5,200.00","$3,000.00"
1704,Nomura Research Institute,Japan,"$4,300.00",$498.00,"$6,100.00","$12,500.00"
1705,Virgin Money Holdings,United Kingdom,"$1,300.00",$247.00,"$55,600.00","$2,100.00"
1706,Alliant Energy,United States,"$3,400.00",$488.00,"$14,200.00","$9,600.00"
1707,Juroku Bank,Japan,$941.00,$62.00,"$55,200.00",$975.00
1708,Banco de Chile,Chile,"$3,900.00",$133.00,"$55,100.00","$6,500.00"
1709,Makita,Japan,"$4,300.00",$494.00,"$6,100.00","$12,500.00"
1710,BayWa,Germany,"$18,100.00",$44.00,"$7,800.00","$1,200.00"
1711,Signature Bank,United States,"$1,600.00",$288.00,"$44,400.00","$7,000.00"
1712,Old Dominion Freight Line,United States,"$3,500.00",$507.00,"$3,100.00","$12,100.00"
1713,SYNNEX,United States,"$18,100.00",$261.00,"$7,500.00","$4,400.00"
1714,Commercial Bank For Investment & Development Of Vietnam,Vietnam,"$4,200.00",$311.00,"$53,800.00","$5,100.00"
1715,SinoPac Financial,Taiwan,"$1,600.00",$299.00,"$53,700.00","$4,000.00"
1716,SQM,Chile,"$2,200.00",$427.00,"$4,400.00","$15,100.00"
1717,WPG Holdings,Taiwan,"$17,900.00",$245.00,"$6,200.00","$2,500.00"
1718,Oi,Brazil,"$7,500.00","-$2,000.00","$20,700.00",$885.00
1719,Vietin Bank,Vietnam,"$3,400.00",$345.00,"$48,800.00","$4,800.00"
1720,Atmos Energy,United States,"$3,100.00",$599.00,"$11,400.00","$9,800.00"
1721,Grupo Bolivar,Colombia,"$4,700.00",$359.00,"$36,700.00","$1,500.00"
1722,Taiwan Business Bank,Taiwan,"$1,000.00",$166.00,"$53,200.00","$1,900.00"
1723,Realty Income,United States,"$1,200.00",$313.00,"$14,500.00","$15,100.00"
1724,BCV Group,Switzerland,"$1,200.00",$325.00,"$46,600.00","$6,900.00"
1725,DGB Financial Group,South Korea,"$2,600.00",$267.00,"$53,000.00","$1,800.00"
1726,Rentokil Initial,United Kingdom,"$3,100.00",$879.00,"$4,200.00","$8,000.00"
1727,Performance Food Group,United States,"$17,500.00",$175.00,"$4,000.00","$3,600.00"
1728,Shiga Bank,Japan,$759.00,$117.00,"$52,200.00","$1,300.00"
1729,Twitter,United States,"$2,600.00",$15.00,"$7,500.00","$24,700.00"
1730,Agilent Technologies,United States,"$4,600.00",$196.00,"$8,700.00","$22,400.00"
1731,CBOE Global Markets,United States,"$2,700.00",$499.00,"$5,300.00","$12,000.00"
1732,Ogaki Kyoritsu Bank,Japan,$718.00,$67.00,"$51,900.00","$1,100.00"
1733,Saipem,Italy,"$10,200.00",-$370.00,"$15,100.00","$4,000.00"
1734,China Aviation Oil,Singapore,"$17,000.00",$87.00,"$2,000.00","$1,100.00"
1735,Nanto Bank,Japan,$655.00,$120.00,"$51,800.00",$878.00
1736,Central Bank of India,India,"$4,100.00",-$367.00,"$51,600.00","$2,700.00"
1737,Hellenic Petroleum,Greece,"$9,000.00",$479.00,"$8,600.00","$2,900.00"
1738,Toyota Boshoku,Japan,"$12,600.00",$386.00,"$7,000.00","$3,800.00"
1739,Whitbread,United Kingdom,"$4,300.00",$574.00,"$6,800.00","$10,500.00"
1740,Delek Group,Israel,"$1,500.00",$359.00,"$41,600.00","$1,800.00"
1741,Hyosung,South Korea,"$11,500.00",$210.00,"$13,600.00","$4,300.00"
1742,Union National Bank,United Arab Emirates,"$1,500.00",$427.00,"$29,300.00","$2,700.00"
1743,Fangda Carbon New Material,China,"$1,700.00",$821.00,"$2,500.00","$8,200.00"
1744,Berkeley Group Holdings,United Kingdom,"$3,700.00",$978.00,"$6,100.00","$7,600.00"
1745,Orient,Japan,"$2,000.00",$253.00,"$51,500.00","$2,500.00"
1746,KWG Property Holding,Hong Kong,"$1,700.00",$537.00,"$20,700.00","$4,500.00"
1747,Sears Holdings,United States,"$16,700.00",-$383.00,"$7,600.00",$369.00
1748,Aareal Bank,Germany,"$1,100.00",$224.00,"$51,000.00","$3,000.00"
1749,Affiliated Managers Group,United States,"$2,400.00",$720.00,"$8,600.00","$8,900.00"
1750,Hyakugo Bank,Japan,$773.00,$107.00,"$50,900.00","$1,200.00"
1751,Metropolitan Bank & Trust,Philippines,"$2,100.00",$365.00,"$39,600.00","$6,600.00"
1752,TP ICAP,United Kingdom,"$2,300.00",$112.00,"$50,600.00","$3,400.00"
1753,China Oriental Group,Hong Kong,"$6,100.00",$719.00,"$3,700.00","$2,700.00"
1754,First Pacific,Hong Kong,"$7,300.00",$121.00,"$20,500.00","$2,200.00"
1755,Hengan International Group,China,"$2,900.00",$562.00,"$6,000.00","$10,600.00"
1756,Banca Popolare di Sondrio,Italy,"$1,300.00",$180.00,"$50,000.00","$2,100.00"
1757,Bandai Namco Holdings,Japan,"$6,100.00",$488.00,"$5,100.00","$8,400.00"
1758,Credito Emiliano,Italy,"$2,100.00",$210.00,"$49,900.00","$2,900.00"
1759,Ingredion,United States,"$5,800.00",$535.00,"$6,000.00","$8,100.00"
1760,Hanwa,Japan,"$16,200.00",$157.00,"$8,100.00","$1,900.00"
1761,Essex Property Trust,United States,"$1,400.00",$345.00,"$12,600.00","$16,000.00"
1762,AmTrust Financial Services,United States,"$6,100.00",$290.00,"$25,700.00","$2,600.00"
1763,Brilliance China Automotive Holdings,Hong Kong,$784.00,$647.00,"$5,800.00","$9,400.00"
1764,Bio-Rad Laboratories,United States,"$2,200.00",$759.00,"$6,200.00","$8,500.00"
1765,Core-Mark Holding,United States,"$16,000.00",$30.00,"$1,700.00",$880.00
1766,San-In Godo Bank,Japan,$808.00,$112.00,"$49,300.00","$1,500.00"
1767,Align Technology,United States,"$1,600.00",$258.00,"$1,800.00","$23,000.00"
1768,Extra Space Storage,United States,"$1,100.00",$484.00,"$7,500.00","$12,000.00"
1769,Ares Capital,United States,"$1,200.00",$791.00,"$12,700.00","$7,100.00"
1770,Nuernberger Beteiligungs,Germany,"$4,900.00",$105.00,"$37,100.00",$965.00
1771,Tokyo TY Financial Group,Japan,$731.00,$54.00,"$49,100.00",$818.00
1772,Senshu Ikeda Holdings,Japan,$847.00,$90.00,"$48,900.00","$1,100.00"
1773,BRF,Brazil,"$10,500.00",-$352.00,"$14,200.00","$5,300.00"
1774,Liberbank,Spain,$887.00,-$306.00,"$48,300.00","$1,700.00"
1775,Shandong Chenming Paper B HKD,China,"$4,600.00",$580.00,"$17,000.00","$4,000.00"
1776,B3,Brazil,"$1,200.00",$406.00,"$11,700.00","$13,400.00"
1777,RusHydro,Russia,"$6,000.00",$412.00,"$18,000.00","$5,100.00"
1778,TransUnion,United States,"$2,000.00",$452.00,"$5,200.00","$12,800.00"
1779,Maxis,Malaysia,"$2,100.00",$530.00,"$4,900.00","$10,900.00"
1780,BBVA Banco Continental,Peru,"$1,800.00",$432.00,"$23,900.00","$6,800.00"
1781,Bank of Qingdao,China,"$1,900.00",$279.00,"$47,000.00","$3,600.00"
1782,Tongyang Life Insurance,South Korea,"$5,600.00",$103.00,"$28,300.00","$1,100.00"
1783,Sunshine City Group,China,"$4,900.00",$313.00,"$36,000.00","$4,700.00"
1784,Square,United States,"$2,400.00",-$72.00,"$2,400.00","$22,000.00"
1785,Grupo Galicia,Argentina,"$4,000.00",$503.00,"$18,100.00","$7,100.00"
1786,Inventec,Taiwan,"$15,400.00",$222.00,"$7,000.00","$2,800.00"
1787,Syndicate Bank,India,"$3,900.00",$77.00,"$46,300.00","$1,100.00"
1788,Microchip Technology,United States,"$4,000.00",$255.00,"$8,300.00","$21,800.00"
1789,Supervalu,United States,"$15,300.00",$45.00,"$4,400.00",$623.00
1790,Empresas CMPC,Chile,"$5,400.00",$258.00,"$15,200.00","$10,000.00"
1791,Popular,Puerto Rico,"$2,200.00",$106.00,"$45,800.00","$4,700.00"
1792,Taiwan Mobile,Taiwan,"$4,000.00",$457.00,"$5,300.00","$12,300.00"
1793,Jiangsu Zhongnan Construction Group,China,"$5,200.00",$125.00,"$30,200.00","$4,400.00"
1794,Keiyo Bank,Japan,$574.00,$109.00,"$45,000.00","$1,200.00"
1795,Hokkoku Bank,Japan,$601.00,$92.00,"$44,900.00","$1,200.00"
1796,Nippon Paint,Japan,"$5,400.00",$331.00,"$8,200.00","$14,400.00"
1797,Ramsay Health Care,Australia,"$6,800.00",$368.00,"$6,900.00","$9,800.00"
1798,Yamada Denki,Japan,"$14,200.00",$269.00,"$11,100.00","$5,000.00"
1799,JB Financial Group,South Korea,"$2,100.00",$182.00,"$44,500.00",$888.00
1800,Kingboard Chemical Holdings,Hong Kong,"$5,500.00",$718.00,"$11,300.00","$4,200.00"
1801,United Utilities,United Kingdom,"$2,200.00",$543.00,"$16,600.00","$7,100.00"
1802,SK Networks,South Korea,"$14,700.00",$21.00,"$6,800.00","$1,200.00"
1803,Hella Kgaa Hueck &,Germany,"$8,000.00",$429.00,"$6,900.00","$7,200.00"
1804,Sydney Airport,Australia,"$1,100.00",$454.00,"$9,600.00","$12,100.00"
1805,Japan Securities,Japan,$240.00,$36.00,"$43,700.00",$593.00
1806,Hyatt Hotels,United States,"$4,400.00",$590.00,"$8,000.00","$9,500.00"
1807,Sysmex,Japan,"$2,500.00",$354.00,"$3,000.00","$18,100.00"
1808,Fastighets Balder,Sweden,$694.00,$833.00,"$13,000.00","$4,900.00"
1809,Hyakujushi Bank,Japan,$643.00,$79.00,"$43,100.00",$990.00
1810,Remgro,South Africa,"$2,000.00",$552.00,"$9,600.00","$10,200.00"
1811,Genting,Malaysia,"$4,700.00",$322.00,"$23,200.00","$8,300.00"
1812,ONO Pharmaceutical,Japan,"$2,400.00",$454.00,"$5,700.00","$12,100.00"
1813,EFG International,Switzerland,"$1,600.00",-$61.00,"$42,700.00","$2,300.00"
1814,Tapestry,United States,"$5,500.00",$338.00,"$6,600.00","$13,300.00"
1815,Broadridge Financial,United States,"$4,400.00",$408.00,"$3,500.00","$13,900.00"
1816,BOK Financial,United States,"$1,700.00",$348.00,"$33,400.00","$6,800.00"
1817,Safaricom,Kenya,"$2,200.00",$492.00,"$1,800.00","$11,100.00"
1818,First Citizens BancShares,United States,"$1,600.00",$356.00,"$34,400.00","$5,300.00"
1819,GS Engineering,South Korea,"$10,900.00",$95.00,"$12,800.00","$2,900.00"
1820,Kiyo Bank,Japan,$631.00,$105.00,"$42,200.00","$1,200.00"
1821,Harel Insurance Investments & Financial Services,Israel,"$5,100.00",$190.00,"$29,900.00","$1,600.00"
1822,Land Securities Group,United Kingdom,"$1,000.00",$221.00,"$19,900.00","$9,800.00"
1823,United Aircraft,Russia,"$7,700.00",-$23.00,"$17,200.00","$4,800.00"
1824,Basler Kantonalbank,Switzerland,$748.00,$153.00,"$41,800.00",$397.00
1825,NiSource,United States,"$5,000.00",$193.00,"$20,100.00","$8,400.00"
1826,Barry Callebaut,Switzerland,"$7,000.00",$343.00,"$6,500.00","$10,000.00"
1827,Banque Centrale Populaire,Morocco,"$2,700.00",$293.00,"$41,000.00","$5,700.00"
1828,Grand Industrial Holding,China,"$14,000.00",-$48.00,"$1,200.00",$898.00
1829,Sino Biopharmaceutical,Hong Kong,"$2,200.00",$321.00,"$3,200.00","$19,800.00"
1830,NH Investment & Securities,South Korea,"$1,300.00",$310.00,"$41,000.00","$4,700.00"
1831,MTU Aero Engines AG,Germany,"$5,700.00",$427.00,"$7,600.00","$9,400.00"
1832,RMB Holdings,South Africa,$2.00,$624.00,"$3,600.00","$8,900.00"
1833,Hengli Petrochemical,China,"$4,500.00",$383.00,"$11,800.00","$13,200.00"
1834,Korea Zinc,South Korea,"$5,800.00",$556.00,"$6,600.00","$7,200.00"
1835,Power Finance,India,"$4,100.00",$334.00,"$40,000.00","$3,300.00"
1836,First Horizon National,United States,"$1,700.00",$202.00,"$40,500.00","$6,200.00"
1837,Pou Chen,Taiwan,"$9,200.00",$425.00,"$10,100.00","$3,700.00"
1838,Commercial Bank of Qatar,Qatar,"$1,800.00",$186.00,"$40,200.00","$4,000.00"
1839,Unisplendour,China,"$6,200.00",$228.00,"$6,800.00","$11,400.00"
1840,Musashino Bank,Japan,$532.00,$95.00,"$39,900.00","$1,100.00"
1841,Bank of Queensland,Australia,"$1,800.00",$282.00,"$39,900.00","$3,000.00"
1842,Isetan Mitsukoshi Holdings,Japan,"$11,400.00",-$9.00,"$12,100.00","$4,700.00"
1843,China National Chemical,China,"$9,500.00",$249.00,"$13,800.00","$6,000.00"
1844,CSPC Pharmaceutical Group,Hong Kong,"$2,000.00",$356.00,"$2,800.00","$16,800.00"
1845,Marks & Spencer,United Kingdom,"$13,600.00",$234.00,"$10,600.00","$6,500.00"
1846,Marine Harvest ASA,Norway,"$4,100.00",$509.00,"$5,200.00","$10,400.00"
1847,Amorepacific,South Korea,"$4,500.00",$312.00,"$5,300.00","$18,700.00"
1848,FIBI Holdings,Israel,"$1,300.00",$90.00,"$39,100.00",$883.00
1849,Credit Bank of Moscow,Russia,"$2,500.00",$355.00,"$32,800.00","$2,100.00"
1850,Li & Fung,Hong Kong,"$13,500.00",$218.00,"$6,500.00","$4,600.00"
1851,Zalando,Germany,"$5,500.00",$97.00,"$3,700.00","$12,900.00"
1852,Coca-Cola West,Japan,"$8,900.00",$233.00,"$8,400.00","$8,300.00"
1853,EasyJet,United Kingdom,"$6,400.00",$386.00,"$8,000.00","$9,200.00"
1854,Shenzhen Investment,Hong Kong,"$1,400.00",$635.00,"$15,000.00","$3,300.00"
1855,Jones Lang LaSalle,United States,"$9,900.00",$284.00,"$9,200.00","$7,800.00"
1856,Dixons Carphone,United Kingdom,"$13,500.00",$303.00,"$10,400.00","$3,500.00"
1857,Luzerner Kantonalbank,Switzerland,$642.00,$208.00,"$38,700.00","$4,700.00"
1858,Laurentian Bank,Canada,"$1,300.00",$169.00,"$38,700.00","$1,600.00"
1859,UOL Group,Singapore,"$1,500.00",$645.00,"$14,700.00","$5,500.00"
1860,Bank of Greece,Greece,"$1,700.00","$1,100.00",-,$354.00
1861,Dali Foods Group,China,"$2,900.00",$508.00,"$2,500.00","$10,300.00"
1862,Corporation Bank,India,"$3,400.00",$84.00,"$38,300.00",$714.00
1863,Sinotruk Hong Kong,China,"$8,200.00",$448.00,"$9,400.00","$3,400.00"
1864,Michael Kors Holdings,United Kingdom,"$4,600.00",$521.00,"$4,200.00","$9,600.00"
1865,China Petroleum Engineering,China,"$8,500.00",$64.00,"$14,700.00","$3,500.00"
1866,Konka Group,China,"$5,200.00",$769.00,"$3,700.00","$1,800.00"
1867,Advanced Micro Devices,United States,"$6,000.00",$197.00,"$3,800.00","$11,600.00"
1868,Financial Street Holdings,China,"$3,400.00",$455.00,"$21,100.00","$4,200.00"
1869,Orkla,Norway,"$5,000.00",$482.00,"$6,700.00","$9,400.00"
1870,Palo Alto Networks,United States,"$2,000.00",-$198.00,"$3,600.00","$18,600.00"
1871,E-L Financial,Canada,"$1,200.00",$515.00,"$18,100.00","$2,600.00"
1872,Indian Overseas Bank,India,"$3,300.00",-$513.00,"$37,600.00","$1,300.00"
1873,Toll Brothers,United States,"$6,100.00",$597.00,"$9,600.00","$6,500.00"
1874,Bank of the Ozarks,United States,"$1,100.00",$446.00,"$22,000.00","$6,200.00"
1875,NKT,Denmark,"$1,700.00","$1,000.00","$2,400.00",$801.00
1876,SBA Communications,United States,"$1,800.00",$98.00,"$7,400.00","$18,400.00"
1877,Far Eastern New Century,Taiwan,"$7,200.00",$265.00,"$17,400.00","$5,100.00"
1878,IDEXX Laboratories,United States,"$2,000.00",$284.00,"$1,500.00","$18,400.00"
1879,Olin,United States,"$6,400.00",$557.00,"$9,200.00","$5,500.00"
1880,Oriental Bank of Commerce,India,"$3,200.00",-$835.00,"$37,000.00",$777.00
1881,Murphy USA,United States,"$13,100.00",$288.00,"$2,300.00","$2,200.00"
1882,Allahabad Bank,India,"$3,100.00",-$42.00,"$36,600.00",$573.00
1883,Asian Paints,India,"$2,500.00",$310.00,"$2,000.00","$18,400.00"
1884,Want Want China,China,"$2,800.00",$449.00,"$3,800.00","$11,400.00"
1885,CF Industries Holdings,United States,"$4,100.00",$444.00,"$13,500.00","$9,200.00"
1886,Mettler-Toledo International,United States,"$2,800.00",$377.00,"$2,500.00","$14,300.00"
1887,PacWest Bancorp,United States,"$1,200.00",$393.00,"$24,100.00","$6,800.00"
1888,Seiko Epson,Japan,"$9,900.00",$378.00,"$9,700.00","$6,700.00"
1889,Spirit AeroSystems,United States,"$7,000.00",$338.00,"$5,400.00","$9,600.00"
1890,H Lundbeck,Denmark,"$2,600.00",$398.00,"$3,200.00","$13,100.00"
1891,Berry Global Group,United States,"$7,500.00",$470.00,"$9,100.00","$6,500.00"
1892,Founder Securities,China,"$1,000.00",$206.00,"$23,800.00","$8,000.00"
1893,Tahoe Group,China,"$3,600.00",$322.00,"$36,100.00","$5,100.00"
1894,Jaccs,Japan,"$1,200.00",$74.00,"$36,000.00",$785.00
1895,"Burlington Stores,",United States,"$6,100.00",$385.00,"$2,800.00","$9,400.00"
1896,Thor Industries,United States,"$8,200.00",$439.00,"$2,700.00","$5,100.00"
1897,Wirecard,Germany,"$1,700.00",$293.00,"$5,500.00","$18,000.00"
1898,Jinke Property Group,China,"$5,200.00",$305.00,"$25,900.00","$4,600.00"
1899,Shandong Gold Mining,China,"$8,300.00",$175.00,"$6,700.00","$8,400.00"
